date,m2
1972/10/1,783.6
1972/11/1,790.2
1972/12/1,803.1
1973/1/1,812.3
1973/2/1,810.1
1973/3/1,815.6
1973/4/1,825.4
1973/5/1,825.8
1973/6/1,837.2
1973/7/1,840.7
1973/8/1,837.4
1973/9/1,836
1973/10/1,839.3
1973/11/1,845.3
1973/12/1,856.5
1974/1/1,861.5
1974/2/1,859.8
1974/3/1,869.9
1974/4/1,878.6
1974/5/1,873.4
1974/6/1,881.9
1974/7/1,886
1974/8/1,882.9
1974/9/1,884.7
1974/10/1,890.4
1974/11/1,895.4
1974/12/1,903.5
1975/1/1,908
1975/2/1,908.7
1975/3/1,924.4
1975/4/1,941.1
1975/5/1,946.2
1975/6/1,966.9
1975/7/1,979.7
1975/8/1,982.4
1975/9/1,988.4
1975/10/1,995.6
1975/11/1,1004.8
1975/12/1,1017.8
1976/1/1,1028.3
1976/2/1,1034.2
1976/3/1,1047.7
1976/4/1,1066.9
1976/5/1,1070.3
1976/6/1,1080.8
1976/7/1,1091.6
1976/8/1,1097.3
1976/9/1,1108.4
1976/10/1,1125.1
1976/11/1,1135
1976/12/1,1153.5
1977/1/1,1167.5
1977/2/1,1169.9
1977/3/1,1185.3
1977/4/1,1206.6
1977/5/1,1205.5
1977/6/1,1219.8
1977/7/1,1232.9
1977/8/1,1235.3
1977/9/1,1244.7
1977/10/1,1255.9
1977/11/1,1260.2
1977/12/1,1273
1978/1/1,1282.3
1978/2/1,1276.8
1978/3/1,1288.2
1978/4/1,1307.4
1978/5/1,1304.8
1978/6/1,1319
1978/7/1,1330.1
1978/8/1,1331.4
1978/9/1,1344.7
1978/10/1,1355.3
1978/11/1,1358.1
1978/12/1,1370.8
1979/1/1,1375.2
1979/2/1,1369.3
1979/3/1,1384
1979/4/1,1408.4
1979/5/1,1402.7
1979/6/1,1422.5
1979/7/1,1439.3
1979/8/1,1444.3
1979/9/1,1454.5
1979/10/1,1463.6
1979/11/1,1466.4
1979/12/1,1479
1980/1/1,1486.2
1980/2/1,1486.3
1980/3/1,1497.2
1980/4/1,1507.7
1980/5/1,1504.2
1980/6/1,1527.4
1980/7/1,1549.1
1980/8/1,1560.7
1980/9/1,1573.1
1980/10/1,1588.5
1980/11/1,1599
1980/12/1,1604.8
1981/1/1,1610.6
1981/2/1,1610.5
1981/3/1,1633.2
1981/4/1,1664.5
1981/5/1,1655.4
1981/6/1,1667.1
1981/7/1,1685.1
1981/8/1,1694.6
1981/9/1,1706.4
1981/10/1,1726.4
1981/11/1,1741
1981/12/1,1760.3
1982/1/1,1772.8
1982/2/1,1765.3
1982/3/1,1781.7
1982/4/1,1807.9
1982/5/1,1804.9
1982/6/1,1822.7
1982/7/1,1835
1982/8/1,1845.9
1982/9/1,1859
1982/10/1,1875.6
1982/11/1,1890.1
1982/12/1,1913.8
1983/1/1,1963.9
1983/2/1,1985.8
1983/3/1,2009.6
1983/4/1,2033.7
1983/5/1,2031.7
1983/6/1,2051.8
1983/7/1,2069.7
1983/8/1,2072.5
1983/9/1,2081.1
1983/10/1,2102.1
1983/11/1,2117.6
1983/12/1,2134
1984/1/1,2145
1984/2/1,2147.7
1984/3/1,2169
1984/4/1,2196
1984/5/1,2191.4
1984/6/1,2214.3
1984/7/1,2228
1984/8/1,2228.9
1984/9/1,2242.8
1984/10/1,2259.7
1984/11/1,2286.3
1984/12/1,2318.5
1985/1/1,2339.6
1985/2/1,2343.4
1985/3/1,2360.4
1985/4/1,2379.7
1985/5/1,2376.4
1985/6/1,2413.4
1985/7/1,2434.8
1985/8/1,2442.5
1985/9/1,2452.7
1985/10/1,2466.3
1985/11/1,2482
1985/12/1,2504.1
1986/1/1,2510.8
1986/2/1,2502.1
1986/3/1,2527.6
1986/4/1,2564.8
1986/5/1,2571.1
1986/6/1,2605.3
1986/7/1,2632.4
1986/8/1,2645.9
1986/9/1,2661.7
1986/10/1,2684.4
1986/11/1,2705.2
1986/12/1,2740.7
1987/1/1,2753.5
1987/2/1,2735.2
1987/3/1,2748
1987/4/1,2778.9
1987/5/1,2759.7
1987/6/1,2773.4
1987/7/1,2785.2
1987/8/1,2787.5
1987/9/1,2793.3
1987/10/1,2811.2
1987/11/1,2821.6
1987/12/1,2838.3
1988/1/1,2857.2
1988/2/1,2858.8
1988/3/1,2886.7
1988/4/1,2925.3
1988/5/1,2910.7
1988/6/1,2935.3
1988/7/1,2953.2
1988/8/1,2949.8
1988/9/1,2950.1
1988/10/1,2962
1988/11/1,2982.7
1988/12/1,3000.6
1989/1/1,2998.9
1989/2/1,2982.6
1989/3/1,2999
1989/4/1,3023.2
1989/5/1,2996
1989/6/1,3022.6
1989/7/1,3055.6
1989/8/1,3071.1
1989/9/1,3086.3
1989/10/1,3109.3
1989/11/1,3136
1989/12/1,3165.6
1990/1/1,3170.4
1990/2/1,3170.5
1990/3/1,3192.6
1990/4/1,3219.8
1990/5/1,3186.7
1990/6/1,3210.8
1990/7/1,3224.5
1990/8/1,3238.7
1990/9/1,3249
1990/10/1,3253.7
1990/11/1,3265.3
1990/12/1,3285.1
1991/1/1,3289.3
1991/2/1,3296.3
1991/3/1,3327.3
1991/4/1,3349.5
1991/5/1,3330.3
1991/6/1,3349.7
1991/7/1,3354.4
1991/8/1,3351.4
1991/9/1,3347.6
1991/10/1,3353.8
1991/11/1,3371.2
1991/12/1,3386.4
1992/1/1,3383.2
1992/2/1,3390.1
1992/3/1,3404.8
1992/4/1,3418.9
1992/5/1,3388
1992/6/1,3388.7
1992/7/1,3393.2
1992/8/1,3396.5
1992/9/1,3401.2
1992/10/1,3418.7
1992/11/1,3433.4
1992/12/1,3441.3
1993/1/1,3423.6
1993/2/1,3400.7
1993/3/1,3410.5
1993/4/1,3430.4
1993/5/1,3425
1993/6/1,3439.5
1993/7/1,3442.6
1993/8/1,3440.9
1993/9/1,3443.5
1993/10/1,3452.7
1993/11/1,3474.7
1993/12/1,3495.1
1994/1/1,3480.1
1994/2/1,3459.7
1994/3/1,3477.2
1994/4/1,3503.1
1994/5/1,3474.5
1994/6/1,3477.4
1994/7/1,3491.5
1994/8/1,3481.6
1994/9/1,3476.8
1994/10/1,3478.2
1994/11/1,3491.8
1994/12/1,3507.8
1995/1/1,3495.3
1995/2/1,3474.9
1995/3/1,3491.7
1995/4/1,3522.4
1995/5/1,3506.7
1995/6/1,3545.5
1995/7/1,3569.7
1995/8/1,3585.2
1995/9/1,3594.6
1995/10/1,3602.3
1995/11/1,3622.9
1995/12/1,3653.3
1996/1/1,3651.3
1996/2/1,3647.5
1996/3/1,3694.1
1996/4/1,3720.7
1996/5/1,3690.3
1996/6/1,3721.2
1996/7/1,3734.4
1996/8/1,3741.8
1996/9/1,3744.4
1996/10/1,3757
1996/11/1,3792.3
1996/12/1,3831.7
1997/1/1,3829.6
1997/2/1,3825.1
1997/3/1,3863.2
1997/4/1,3895.9
1997/5/1,3859.6
1997/6/1,3889.6
1997/7/1,3908.7
1997/8/1,3943.3
1997/9/1,3951.7
1997/10/1,3967.3
1997/11/1,4005.9
1997/12/1,4045.2
1998/1/1,4052.5
1998/2/1,4070.1
1998/3/1,4121.8
1998/4/1,4164.6
1998/5/1,4134
1998/6/1,4164.7
1998/7/1,4183.3
1998/8/1,4210.4
1998/9/1,4244.5
1998/10/1,4281.5
1998/11/1,4336.4
1998/12/1,4390.2
1999/1/1,4400
1999/2/1,4409.1
1999/3/1,4446
1999/4/1,4491.8
1999/5/1,4454.4
1999/6/1,4485
1999/7/1,4509.8
1999/8/1,4529.6
1999/9/1,4543.3
1999/10/1,4565
1999/11/1,4600.3
1999/12/1,4654.6
2000/1/1,4662.6
2000/2/1,4664.5
2000/3/1,4726
2000/4/1,4796
2000/5/1,4722.2
2000/6/1,4747.5
2000/7/1,4763.7
2000/8/1,4794.2
2000/9/1,4829.7
2000/10/1,4843.5
2000/11/1,4871.4
2000/12/1,4942.3
2001/1/1,4968.2
2001/2/1,4997
2001/3/1,5087.2
2001/4/1,5163.2
2001/5/1,5100.1
2001/6/1,5149.3
2001/7/1,5177.9
2001/8/1,5213.9
2001/9/1,5324.8
2001/10/1,5307.7
2001/11/1,5370.6
2001/12/1,5450.7
2002/1/1,5436.9
2002/2/1,5456.4
2002/3/1,5505.3
2002/4/1,5519.5
2002/5/1,5485.7
2002/6/1,5523.6
2002/7/1,5564.5
2002/8/1,5607.4
2002/9/1,5632.4
2002/10/1,5671.3
2002/11/1,5743.2
2002/12/1,5789.5
2003/1/1,5779.2
2003/2/1,5806.7
2003/3/1,5867.8
2003/4/1,5924.4
2003/5/1,5924.2
2003/6/1,5978.2
2003/7/1,6021.1
2003/8/1,6077.5
2003/9/1,6049.5
2003/10/1,6034.2
2003/11/1,6062.4
2003/12/1,6083.9
2004/1/1,6044.4
2004/2/1,6074.7
2004/3/1,6154.3
2004/4/1,6221.8
2004/5/1,6235.6
2004/6/1,6258.7
2004/7/1,6264.9
2004/8/1,6286.6
2004/9/1,6319.8
2004/10/1,6341.6
2004/11/1,6391.1
2004/12/1,6433.4
2005/1/1,6390.1
2005/2/1,6391.7
2005/3/1,6450.7
2005/4/1,6494.4
2005/5/1,6445.9
2005/6/1,6497.8
2005/7/1,6516.7
2005/8/1,6540.8
2005/9/1,6573.5
2005/10/1,6600.6
2005/11/1,6641.3
2005/12/1,6694.4
2006/1/1,6692.5
2006/2/1,6709.7
2006/3/1,6782
2006/4/1,6845.5
2006/5/1,6784
2006/6/1,6837.6
2006/7/1,6859.1
2006/8/1,6877.6
2006/9/1,6905.2
2006/10/1,6948
2006/11/1,7010.1
2006/12/1,7085.2
2007/1/1,7083.1
2007/2/1,7094.7
2007/3/1,7192.5
2007/4/1,7281.5
2007/5/1,7225.9
2007/6/1,7269.9
2007/7/1,7272.7
2007/8/1,7332.3
2007/9/1,7352.9
2007/10/1,7363.5
2007/11/1,7422.1
2007/12/1,7489.7
2008/1/1,7487.8
2008/2/1,7570.1
2008/3/1,7704.3
2008/4/1,7752.8
2008/5/1,7694.5
2008/6/1,7716.9
2008/7/1,7730.1
2008/8/1,7728.2
2008/9/1,7801.8
2008/10/1,7910.8
2008/11/1,8001.3
2008/12/1,8220.3
2009/1/1,8264.9
2009/2/1,8293.5
2009/3/1,8429.4
2009/4/1,8429.3
2009/5/1,8416.2
2009/6/1,8428.7
2009/7/1,8395.1
2009/8/1,8373.9
2009/9/1,8382
2009/10/1,8413.6
2009/11/1,8488.7
2009/12/1,8530.9
2010/1/1,8451.6
2010/2/1,8496.1
2010/3/1,8564.3
2010/4/1,8589.3
2010/5/1,8571.8
2010/6/1,8594
2010/7/1,8564.4
2010/8/1,8595.1
2010/9/1,8636.9
2010/10/1,8697.6
2010/11/1,8762.8
2010/12/1,8844.8
2011/1/1,8837
2011/2/1,8874.1
2011/3/1,8987.4
2011/4/1,9042.5
2011/5/1,9012.6
2011/6/1,9101.1
2011/7/1,9253.9
2011/8/1,9449.7
2011/9/1,9488.5
2011/10/1,9538.4
2011/11/1,9621.6
2011/12/1,9717.8
2012/1/1,9750.5
2012/2/1,9775.5
2012/3/1,9891.8
2012/4/1,9937.6
2012/5/1,9871.6
2012/6/1,9949.6
2012/7/1,9994.7
2012/8/1,10057.7
2012/9/1,10153.9
2012/10/1,10234.7
2012/11/1,10331.8
2012/12/1,10520
2013/1/1,10495.1
2013/2/1,10468.1
2013/3/1,10614.8
2013/4/1,10643.6
2013/5/1,10566.4
2013/6/1,10631.1
2013/7/1,10670.2
2013/8/1,10725.6
2013/9/1,10793.4
2013/10/1,10920.2
2013/11/1,10964.4
2013/12/1,11091.8
2014/1/1,11089.1
2014/2/1,11140.7
2014/3/1,11266.1
2014/4/1,11319.5
2014/5/1,11262.8
2014/6/1,11324.7
2014/7/1,11379.8
2014/8/1,11410.9
2014/9/1,11459
2014/10/1,11526.8
2014/11/1,11602.7
2014/12/1,11747.8
2015/1/1,11746.9
2015/2/1,11835
2015/3/1,11944.9
2015/4/1,11992.8
2015/5/1,11896.2
2015/6/1,11950.8
2015/7/1,12001.4
2015/8/1,12058.9
2015/9/1,12126.5
2015/10/1,12160
2015/11/1,12286.3
2015/12/1,12416.1
2016/1/1,12467.6
2016/2/1,12507
2016/3/1,12675.4
2016/4/1,12769.6
2016/5/1,12700.1
2016/6/1,12781.2
2016/7/1,12843.2
2016/8/1,12941.2
2016/9/1,13012.3
2016/10/1,13075.7
2016/11/1,13184.2
2016/12/1,13292.8
2017/1/1,13275.1
2017/2/1,13288.3
2017/3/1,13476.1
2017/4/1,13542.9
2017/5/1,13454.3
2017/6/1,13496.6
2017/7/1,13569.2
2017/8/1,13632.6
2017/9/1,13687.6
2017/10/1,13728.4
2017/11/1,13789.7
2017/12/1,13917.2
2018/1/1,13833.6
2018/2/1,13825.3
2018/3/1,14010.2
